name,package_name,average_rating,developer,download_url,description,md5,version_name,min_sdk_version
闪电扫码大师,com.master.qrcode,4.8,途龙科技（厦门）有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1E7DA47EAC6AC5BDD0D6D5F4966CF3BB.apk?fsname=com.master.qrcode_2.1.7.apk,扫码，开启二维码扫描器生成的新时代。  二维码扫描器是一个内涵很丰富的东西。二维码扫描器人们把大量的信息都糅合到一张小小的二维码上面，扫码其他人只要通过二维码扫描器进行二维码扫描就能轻松的读取里面的信息。  在讲求效率的时代，二维码扫描器无疑是给了我们极大的便利，扫码、二维码生成都非常方便我们，扫码转账扫码、加好友扫码、发短信扫码、发名片扫码。这些只要使用闪电扫码大师就能轻松做到，更有二维码生成器扫码，进行二维码生成，二维码扫描器把你想做的想说的都放置到二维码里面，方便快捷。  二维码扫描器，扫码、二维码识别、二维码生成、二维码制作、条形码、扫码、扫码查价、二维码生成器。扫码制作自己的个性二维码、扫码给对象生成专属的二维码扫描器。,1e7da47eac6ac5bdd0d6d5f4966cf3bb,2.1.7,21
闪送,cn.ishansong,5.0,北京同城必应科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/159A52EEBE235BB55CEEB12B33A7D2C3.apk?fsname=cn.ishansong_6.6.23.apk,闪送作为目前同城即时速递行业一对一急送平台，是同城即时速递行业的开拓者，定义了一对一急送的服务标准和服务时效。闪送一对一的服务模式，明确闪送员从取件到送达全程一次只服务一个客户，点对点送达，所以服务的时效更快、确定性更高、安全性更好，也能够为客户不同类型的递送提供各种专属化的服务。 目前，闪送业务覆盖全国229座城市，累计服务用户数量超过亿人，平均每单1分钟响应，10分钟上门，1小时送达全城。,159a52eebe235bb55ceeb12b33a7d2c3,6.6.23,21
亲宝宝,com.dw.btime,4.8,杭州点望科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DA49A50CAC1D99B46F32B916FC47E71E.apk?fsname=com.dw.btime_11.4.0.apk,亲宝宝——记录成长，科学育儿 成长记录云空间，全程记录宝宝成长。一人上传全家共享，内容长久保存不丢失；科学实用的智能育儿助手，针对孕期和不同阶段的宝宝，进行个性化孕育指导；亲宝宝品牌商品，专注宝宝成长所需，千万家庭放心之选。 【成长记录云空间】 宝宝的照片、视频均可智能上传，邀请家人加入，安全私密、互动分享。“成长MV”功能，让宝宝的成长记录更加有趣。 【智能育儿助手】 专业的孕期指导：每周须知、产检提醒、能不能吃等，助你顺利度过整个孕期。还可以在社区和孕妈们一起交流分享。 个性化的专属育儿指导：在家早教视频指导、辅食食谱、故事儿歌、成长评估等都在这里。 【亲宝宝商城】 亲宝宝产品，宝宝放心用。 以“科学”、“品质”、“安全”为品牌理念，为孕妈及0-6岁婴幼儿提供纸尿裤、纸品、喂养用品、童装、玩具、零食辅食等多品类产品。育儿专家团的专业把关和头部供应链的品质保证，让每一位宝宝和家长都能享受到高品质、高性价比的产品体验。  在使用过程中遇到任何问题，欢迎反馈给我们： -在线反馈：打开亲宝宝，点击“我的”-“意见反馈” -微博：@亲宝宝APP官方 -官网：www.qinbaobao.com,da49a50cac1d99b46f32b916fc47e71e,11.4.0,21
潮自拍,com.meitu.wheecam,4.8,厦门美图之家科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DD38D57BE374487AC279A4B7EEADCFC4.apk?fsname=com.meitu.wheecam_5.1.9.0_5190.apk,——潮流拍照新方式——  潮自拍全新改版升级，多种质感相机新玩法，随时随地拍出新潮流  【拍立得】从体验到成像都炒鸡真实，你的拍立得在此  【胶片相机】多款复古胶卷任君选择，并为您保留冲洗的惊喜感  【鱼眼相机】透过鱼眼看到更精彩世界，这个角度有点funky有点萌  【智能塑形】全新黑科技来袭，让你秒变长腿女神  【百变贴纸，可嗲可酷】千篇一律太无聊，换个贴纸更有趣  【特色滤镜，拯救废片】百变场景、潮流滤镜，废片一秒变大片  【真实美颜，高级美化】精细美型、真实美颜、素颜也能拍大片  【10S酷炫视频，show出你的潮态度】分段拍摄+多变特效=分分钟拍摄潮流大片  ——联系我们——  -官方微博：@潮自拍  -官方微信公众号：selfiecity,dd38d57be374487ac279a4b7eeadcfc4,5.1.9.0,21
起床闹铃,com.work.clock,4.3,掌丰科技（厦门）有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F8739325FBEE1378596A2172C499FE64.apk?fsname=com.work.clock_3.1.3.apk,你还在担心起不来床吗？起床闹铃来了！起床闹铃，您的起床拍档。 起床闹铃是一款界面简洁、功能贴心、实用的闹钟闹铃应用。您可以伴随你钟爱的音乐入睡，第二天再让他叫您起床。您还可以查看当地的天气状况；或者在您下厨或锻炼时为你提供多功能计时器！  闹铃产品功能：  1、精选闹铃铃声伴您入眠、叫您起床  2、查询实时天气状况与气温 3、十二时辰养生法，拥有健康生活作息 4、多种工具合集，计时器、秒表、屏幕时钟等等功能  起床闹铃是起床神器，起床闹铃是生活助手，有各种人性化的各类闹钟闹铃模式，安排您生活，工作的每个细节，满足您的不同需求，做您每天每刻，每时每分的时间管家。 起床闹铃闹钟，闹钟提醒，安心高效过好每一天,91086c9c393d17245f4702fac4667e75,3.1.3,21
还呗,com.shuhekeji,4.4,中禾信融资担保（福建）有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DE486C114231C73A581F43673A88F7A3.apk?fsname=com.shuhekeji_5.40.0.apk,还呗，利用人工智能和大数据风控技术，为用户提供方便、快捷、安全的金融信贷服务。  ——产品特色—— 额度高：额度上限可高至20万元（以实际审批为准） 利息优：综合年化利率(单利)低至7.2%起 速度快：系统自动审批，5分钟内放款 更便捷：手机贷款全程线上申请，免抵押 分期选择多：3/6/12期灵活可选  ——如何使用—— 1、在线填写资料，申请额度 2、极速审批，获得额度 3、分期借款，可选12期慢慢还  ——公司介绍—— 1、秉承普惠、科技创新的理念，为用户提供专业安全的信贷服务，致力促进行业健康发展，核心团队成员来自招商银行等金融公司。 2、于2016年获得分众传媒亿元投资，2017年获得红杉资本、信达香港、诺亚财富共3.5亿元投资，2019年获得新浪3000万美元投资  ——联系我们—— 官方联系渠道：官方微信公众号——还呗（huanbei_loan） 您也可以通过还呗APP进行问题反馈，我们会及时答复  温馨提示: 1、贷款有风险，借款需谨慎，请根据个人能力合理贷款 2、资金来源：哈尔滨哈银消费金融有限责任公司等,de486c114231c73a581f43673a88f7a3,5.40.0,21
新湖南,com.dingtai.wxhn.activity,4.8,华声在线股份有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/EBD419B392AAF65F6EF439ED3C5A2A21.apk?fsname=com.dingtai.wxhn.activity_11.0.3.apk,2015年8月15日，湖南日报社“新湖南”客户端上线。“新湖南”客户端定位为湖南省委在新媒体时代的核心媒体，是“宣传湖南省委省政府重要政策的主平台、发布湖南信息的主窗口、推介湖南形象的主阵地、引导重大舆论的主渠道”。新湖南客户端已由一个资讯APP演变进化为集新闻资讯、话题互动、人文智库、政务舆情、视听直播、电商与本地生活服务于一体的超级区域性融合新媒体旗舰平台。  湖南日报社以新湖南客户端为媒体深度融合发展主平台，推动内容生产从传统平面模式向全媒体终端立体模式转变，着力打造全程媒体、全息媒体、全员媒体、全效媒体。,ebd419b392aaf65f6ef439ed3c5a2a21,11.0.3,23
Soul,cn.soulapp.android,4.1,上海任意门科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/19871469B182A93B9EEDA89F54CE9B2A.apk?fsname=cn.soulapp.android_5.53.0.apk,Soul App，一款深受年轻人喜爱的社区APP。  2亿年轻人玩在一起，记录与分享生活中的有趣瞬间，展示自己的兴趣爱好，结识聊得来的朋友！  在这里，有人给你的生活日常热烈捧场，emo时彼此的温暖依靠，生活与学习的路上他们陪你一起奋斗，打工人的搬砖苦楚与快乐的瞬间共鸣，别人的经历也能让你看到更大更远的世界！  在这里，有人和你一起追捧热爱的生活方式，不管是大众潮流还是小众喜好，只要是你喜欢的都能在这里找到，更能遇到志趣相投的朋友跟你一起畅聊与分享！  功能介绍：  1、瞬间广场－无压力的表达，发现生活的有趣与精彩 2、灵魂奇遇－基于性格、兴趣、三观进行测试，遇见灵魂共振的人 3、群聊派对－随时随地组个局，和志趣相投的朋友开心畅聊   使用场景： 发现生活中真实美好的瞬间，随时随地分享与记录自己开心或不开心的情绪，遇见懂你的人 有片精神自留地，无压力的表达、交流，遇到灵魂共鸣，找到心灵的归属 快速找到同好的伙伴，每一个兴趣爱好都能找到了聊的来的人  来Soul App，和2亿年轻人一起开启有趣的生活 ！,e80daa7490fc0baa702310dfb8c106ab,5.52.1,21
东方铃声,com.dragon.ringtone,5.0,途龙科技（厦门）有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/47BAAEC4CCB6CDB45E77A6B989185F38.apk?fsname=com.dragon.ringtone_2.2.1.apk,必备铃声大全、铃声彩铃、手机铃声、来电彩铃，就用东方铃声。    ● 分类特别全，原创、经典、翻唱、流行、恶搞、动漫、影视等  ● 铃声特别齐，流行歌曲、经典老歌、影视原声、DJ舞曲、网络神曲等  ● 功能特别多，自定联系人铃声，自由剪辑铃声，DIY录音变音等    用东方铃声，发挥你的创造力，剪辑个性的手机铃声、来电彩铃、短信铃声、闹钟闹铃，创作自己的手机铃声、闹钟闹铃，与好友分享原创的来电彩铃、短信闹铃，从铃声大全中一键设置来电铃音，每天更换手机铃声。,47baaec4ccb6cdb45e77a6b989185f38,2.2.1,21
淘最热点,com.maihan.tredian,4.9,上海麦晗科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E4FD1E8EB354F8666E7B3EEE61A95E62.apk?fsname=com.maihan.tredian_3.1.3.apk,淘最热点为您分享新鲜有热度的娱乐生活资讯，集合了娱乐体育及生活圈的海量优质内容，让您随时随地轻松看。淘最热点也根据对行业阅读数据的分析，以及您个人的阅读喜好，定制专属资讯，只推荐您感兴趣的内容。此外在阅读资讯的同时，还有丰富的福利活动伴您度过轻松时光。,e4fd1e8eb354f8666e7b3eee61a95e62,3.1.3,21
花椒直播,com.huajiao,4.6,北京密境和风科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2198F35269498FBAD6CC2D7EEF97FD94.apk?fsname=com.huajiao_9.4.4.2020.apk,花椒直播，高颜主播直播交友平台 hay  直播、聊天、交友、短视频；更多好看好玩的直播尽在花椒直播hay！  【短视频】不一样的短视频风格，给您更新颖的小视频体验；  【热门直播】精选优质直播内容，轻松发现热门主播；  【聊天交友】在线交友，语音聊天、唱歌表白、游戏互动任您选；  【附近频道】发现附近的人，查看直播动态，让彼此不再陌生；  【游戏直播】热门游戏在线直播，大神游戏主播在线教学秀操作；  【动态分享】记录直播精彩动态，捕捉镜头下美好瞬间；  【音乐舞蹈】热门歌曲在线点播，热辣舞蹈秀出好身材；  【同城频道】同城直播聊天交友，寻找同城有缘人;  hay~~  -花椒直播热线-  有任何疑问，请随时与我们联系，别客气~ 官方微信：huajiao_1,2198f35269498fbad6cc2d7eef97fd94,9.4.4.2020,21
in,com.jiuyan.infashion,4.1,杭州九言科技股份有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C9E0C438ED8B94914ADDF7B8AACDC013.apk?fsname=com.jiuyan.infashion_3.4.130.apk,不 in 就 out ！全世界有趣的人都在 in ! 更清爽的页面，更智能的搜索，更好的图片优化效果，更新奇的功能，全部免费，等你来体验～ 超过1亿用户都在用的图片社交软件，明星达人都爱用。 美颜P图、滤镜笔刷、贴纸玩字和照片修复，功能一应俱全，再也不担心下一堆美图软件占内存啦！  【萌趣贴纸】50000+款海量贴纸任意选择，关键词搜索发现新天地 【美颜滤镜】更新多款滤镜，每一个都超有feel～ 【DIY玩字】2000+玩字模板，超多风格样式，适配你的不同主题 【老照片修复】一键高清你的老照片，让回忆一直清晰 【相册MV】多种音乐效果模板随心选择，照片秒变MV 【AR相机】虚拟现实相机，在现实中体验超nice的童话生活 【主题笔刷】不同主题特色笔刷，还可以自定义笔刷文字，一笔勾勒你的轮廓，让你的照片趣味十足 【照片编辑】智能百变、基础参数调节、更齐全的功能满足你的个性化图片处理需求 【智能小魔棒】贴纸玩字一步到位，贴纸包推荐更加智能 【海量模板】首页每日更新超多用户模板，让你的生活照片更加丰富多彩 【故事集】图文记录生活，让你的时光故事记录成册，成为一本生活照片故事集 【打印商城】in记图片一键打印，用温馨瞬间点缀你的生活空间，时不时有免费打印福利掉落，喜提各种生活小惊喜～ in 你精彩，陪伴你的生活时光，不断成长，致力给你更好的 in ~  ==========联系方式========== 微博：in官方微博 微信：inner966 合作邮箱：in@in66.com 反馈邮箱：in@in66.com,c9e0c438ed8b94914addf7b8aacdc013,3.4.130,19
心悦俱乐部,com.tencent.tgclub,4.1,深圳市腾讯计算机系统有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F99D1A197268FFBB7D64F70525AC360A.apk?fsname=com.tencent.tgclub_6.3.6.50.apk,心悦俱乐部作为腾讯游戏官方福利平台，致力于通过各项权益内容和功能体验，提升大家在游戏内外的成长、互动。心悦俱乐部App提供了游戏福利、新游预约、游戏资讯等功能，囊括王者荣耀、和平精英、QQ飞车手游等诸多游戏，欢迎体验。  心悦俱乐部十周年，感恩各位玩家们一路的陪伴，后续心悦俱乐部App将推出更多回馈活动，敬请期待！  【联系我们】   心悦俱乐部官网：xinyue.qq.com   微信公众号：心悦俱乐部（微信号：tencentjoyclub）,f99d1a197268ffbb7d64f70525ac360a,6.3.6.50,21
掌上道聚城,com.tencent.djcity,2.5,深圳市腾讯计算机系统有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/809DB2155318CB3C3B113D7E821A7210.apk?fsname=com.tencent.djcity_4.8.7.0.apk,掌上道聚城是腾讯游戏官方的道具商城和活动福利平台，为腾讯游戏玩家提供优惠道具购买、活动资讯订阅及互动玩法、游戏礼包福利领取等增值服务。 掌上道聚城汇聚了英雄联盟、王者荣耀、和平精英、穿越火线、穿越火线枪战王者、英雄联盟手游、金铲铲之战、QQ飞车手游、使命召唤手游等在内的一百多款腾讯旗下热门精品游戏。 在掌上道聚城你不仅可以方便快捷地购买游戏道具、参与游戏活动、获得第一手的游戏福利优惠信息，还可以灌水吐槽，神侃游戏攻略和活动体验，找到志同道合的游戏玩伴！在掌上道聚城，你永远可以获得意想不到的福利，看到眼前一亮的内容，找到会心一笑的热评，游戏世界，万般精彩，都在手中！ 【联系我们】 如果您在产品使用中遇到问题，可以在掌上道聚城里点击我的-吐个槽来反馈。 道聚城官网：daoju.qq.com 掌上道聚城官方粉丝QQ群：516286586 微信公众号：道聚城,809db2155318cb3c3b113d7e821a7210,4.8.7.0,21
FC文件全能王,com.fc.management,4.6,厦门木之易科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/4DA5DE8019B10129DB3FA4C9B96ED646.apk?fsname=com.fc.management_1.2.0.apk,"您还使用连接线在手机和电脑之间拷贝文件吗？文件全能王帮你文件压缩  您还在发愁电脑上的视频无法在手机上播放吗？文件全能王帮你文件压缩  您还在担心手机上的照片或者视频等隐私泄露吗？文件全能王帮你文件压缩  使用“FC文件全能王”强大的文件管理工具可以文件压缩快速阅读、查看、存储文件，还可以指纹加密让你的文件更加安全可靠。文件全能王专业方便文件压缩，适合各类人群的办公文件好帮手，操作简单，精心设计的操作界面一看就会   文件全能王支持创建文件夹文件压缩,每个文件夹都可以设置访问密码  文件全能王支持各种文件操作文件压缩，如创建/删除/移动/重命名等  文件全能王支持多级目录, 你能创建文件夹和子文件夹,方便的管理你的文件  Wifi传输功能，文件压缩不需要数据线就可以在手机-电脑、手机-手机之间传输文件  文件全能王快速查看文件，文件压缩随时随地游览自己的文件，支持各种文件格式文件格式",4da5de8019b10129db3fa4c9b96ed646,1.2.0,21
51信用卡管家,com.zhangdan.app,4.7,杭州恩牛网络技术有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/5A0425A16F54F47670E2926A7546D986.apk?fsname=com.zhangdan.app_12.10.9.apk,信好有你，51信用卡港股上市公司。  －信用卡申请：额度高，下卡快。  －信用卡服务：账单一键查询提额，逾期提醒。  【获得荣誉】  中国互联网金融协会创始会员  胡润2016中国新金融50强  福布斯中国互联网金融50强   【产品特点】  简单：一键绑定邮箱，无需录入任何信息，全自动解析信用卡电子账单，一键使用储蓄卡&支付宝&微信还款。  贴心：及时提醒还款，账单永不逾期。功能齐全，一网打尽各种信用卡周边服务。  优惠：各行信用卡优惠信息实时更新，省钱吃喝不能停。   【支持管理银行】  招商银行、中信银行、建设银行、平安银行、工商银行、中国银行、农业银行、交通银行、光大银行、民生银行、浦发银行、邮政储蓄银行、华夏银行、兴业银行、广发银行、花旗银行、宁波银行、上海银行、成都银行、杭州银行、农商银行、北京银行、河北银行、福建农信、杭州联合银行、南京银行、江苏银行 【联系我们】  官方网站：https://www.u51.com  官方微博：https://weibo.com/51zhangdan 微信：xinyongka51  客服电话: 4008705151,5a0425a16f54f47670e2926a7546d986,12.10.9,21
葫芦侠3楼,com.huati,4.2,广州侠聚网络科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/78DA3745E1527F2FD99FC42F3E1D9F66.apk?fsname=com.huati_4.3.0.5.apk,葫芦侠3楼，是一个新兴的移动互联网玩机社区，汇聚了百万热爱玩机的葫芦娃们，以健康积极的互联网侠客精神，彼此分享各种各样的好东西。在3楼，你能找到懂手机的大神大拿，更能找到无私分享互相帮助的好朋友！,78da3745e1527f2fd99fc42f3e1d9f66,4.3.0.5,19
韩小圈,com.babycloud.hanju,4.7,重庆宝上云科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E502BC79A21741969C693989542976E3.apk?fsname=com.babycloud.hanju_6.6.apk,韩小圈（原韩剧TV），又新又全的韩剧资源全聚合。以更小的安装包、更简洁的界面设计，专注于提供更快更好更便捷的找剧追剧服务。  【精彩内容 等你来看】 《与恶魔有约》霸道女总裁金裕贞x恶魔保镖宋江，超高颜值组合上演先婚后爱~ 《国民死刑投票》全民投票决定嫌疑人的生死，你会怎么选择？ 《我叫金三顺》霸道总裁爱上我，经典玛丽苏古早韩剧。 《搞笑一家人》高分家庭情景喜剧，下饭必备，横扫一切不开心！   【海量资源 告别剧荒】韩剧、韩综、韩影应有尽有，口碑好剧随心选择，做你专属的追剧大本营！  【高清播放 及时更新】高清画质清晰舔屏，更新迅速轻松追剧。  【轻松追剧 丝滑流畅】操作方便快捷，浏览更省流量。简洁易用毫不费力，随时随地即点即播。  【V享会员 尊享特权】 1.画质：蓝光1080P，超清画质 2.缓存：极速缓存，狂飙500% 3.广告：无片头广告 4.投屏：免广告投屏 5.弹幕：专属炫彩弹幕 6.标识：尊贵会员标识  【反馈渠道】 1.韩小圈客服微信公众号：hanju-tv 2.韩小圈官方微信公众号：韩剧TV（gh_f4cf85b0a609） 3.韩小圈官方微博：韩剧TV（https:,e502bc79a21741969c693989542976e3,6.6,19
驾考宝典多语言版,cn.mucang.android.jkxt,5.0,武汉木仓科技股份有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0E89BACDCBC9B0F6EB64281AAF87523D.apk?fsname=cn.mucang.android.jkxt_2.0.8.apk,驾考宝典多语言版JIAKAOBAODIAN由驾考宝典官方出品，提供驾考题库学习和模拟考试，在提供简体中文学习以外，还为少数民族学员或者换领驾照的外国人提供科一科四其它语言试题练习的专业服务平台。  [产品特色]  1.包含简体中文、朝鲜语조선어、英语English等三种语言，后续将上线更多语言类型；  2.科一科四2024新题库: 2024学车新题库，涵盖小车科一科四题库内容，试题实时更新，解析准确;  The 2024 Latest Collection of Comprehensive Test Questions；  2024년 최신 종합 시험 문제 컬렉션，조선족어，영어로 선전 문구 한 마디씩；  3.专项练习，高仿真模拟考试，掌握考试难点重点；  Real test simulation ，Highly realistic；  실제 시험장 모의 테스트 ，매우 현실적；  4.交通图标速记:提供常考道路交通标志和交通事故图解，帮助考生快速攻克图标难题，拿本上路也不愁;  联系我们：客服电话400-056-1617,0e89bacdcbc9b0f6eb64281aaf87523d,2.0.8,24
卡牛信用管家,com.mymoney.sms,4.8,深圳市卡牛科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0B81474F6727720A4E5528B3F1FA4E02.apk?fsname=com.mymoney.sms_9.1.3.apk,卡牛账单管家集贷款账单管理、信用卡账单管理、生活账单管理、账单逾期提醒等服务于一体。获C轮2亿美元融资的“独角兽”公司出品，是千万用户的共同选择。  【账单管理】 1.贴心的账单日历功能：账单日、还款日、还款金额、免息期等账单信息的日程管理，智能提醒避免逾期； 2.多种类账单管理：信用卡，网贷，房贷，车贷，水电费，燃气费，物业费，房租等各种账单一网打尽 3.多机构账单管理：支持招商银行、工商银行、中国银行等127家银行账单的一键导入，支持100+贷款机构账单添加，轻松管理多张卡片；  【贷款服务】 卡牛臻享服务致力于通过金融科技手段，为广大有借贷需求的用户提供多种优质、快捷、安全的金融借款服务。 我们的优势特点： 1.额度高：个人贷款额度最高可达20万元，企业贷款额度最高可达300万元； 2.放款快：全在线自动化审批，最快5分钟即可到账； 3.息费透明：年化利率（单利）7.0%起； 4.资金方合规持牌：贷款服务提供方均为合法持牌机构，安全合规。  【温馨提示】 1.贷款有风险，借款需谨慎，请根据个人经济能力合理贷款消费，并及时还款，避免逾期； 2.贷款额度、利率、放款时间以实际审核为准,0b81474f6727720a4e5528b3f1fa4e02,9.1.3,21
壁纸多多,com.shoujiduoduo.wallpaper,4.2,童趣乐淘网络科技（天津）有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/756F7C99F0BAADE7AF87BA53D91C5804.apk?fsname=com.shoujiduoduo.wallpaper_6.7.4.0.apk,壁纸多多，百万超高清无水印的主题桌面壁纸美图、动态壁纸锁屏来电视频彩铃大全。  ·手机壳私人专属定制——>壁纸多多可以定制专属个性手机壳啦！  ·超高清无水印壁纸美图——>全面屏也能享受无损视觉盛宴，让你的手机桌面与众不同，炫爆好友圈！  ·主题套图分类齐全——>文字星座、热门IP、二次元、卡通动漫、情侣头像、明星爱豆、超炫风景、个性简约……应有尽有！  ·动态壁纸锁屏随心换——>海量动态壁纸锁屏，轻松一键设置！无论是可爱炫酷，还是伤感文学，你想要的来电视频彩铃，这里都有！  ·个性装扮拉风有面儿——>壁纸多多主题皮肤，让你的手机装扮焕然一新！还有更多礼物、入场特效、聊天气泡、头像挂件，多多小店即刻获取！  ·创建圈子尽情嗨聊——>加入兴趣相投的圈子，跟圈友们畅所欲言吧！精美礼物送给心仪的她/他，拉近彼此距离。  ·支持原创设计师入驻——>尽情发挥创意，制作个性化壁纸or视频，装扮你的桌面，还可获得丰厚奖励哦！  超拉风超酷炫动态主题壁纸，高清无水印元气美图，让你的大屏更时尚更有范儿~ 壁纸多多——百万主题桌面壁纸美图，壁纸控的快乐天地，让你的壁纸锁屏爆好看！,756f7c99f0baade7af87ba53d91c5804,6.7.4.0,21
WiFi万能钥匙极速版,com.snda.lantern.wifilocating,3.3,南京尚网网络科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/6BFC9E30A73023675455597BFE80A632.apk?fsname=com.snda.lantern.wifilocating_6.8.52.apk,WiFi万能钥匙极速版 - 更小包体，极速上网。无论身处何地，免费安全WiFi热点，无忧一键连接。 【免费使用】上亿热点库，你的手机上网神器，安全极速WiFi上网管家，节省流量，随时随地免费连接优质WiFi。 【极速顺滑】一键查询，秒速发现免费WiFi热点，极速顺滑流畅连接，刷抖音逛淘宝打王者再无卡顿！ 【精彩内容】海量热门短剧，免费看全集，尽在WiFi万能钥匙极速版！ 【安全管理】全面保护上网环境，热点安全检测，保护信息安全，网速测试，信号检测，认准WiFi万能钥匙官方正版APP。 客服电话：400-035-8000 邮箱：wifikeyservice@ zenmen.com 官网： www.wifi.com,6bfc9e30a73023675455597bfe80a632,6.8.52,22
懂车帝,com.ss.android.auto,4.8,北京空间变换科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/B2855E1219DC46656DD995A6E0BD8662.apk?fsname=com.ss.android.auto_8.3.6.apk,懂车帝 - 值得信赖的新车二手车选买平台 为你实时更新丰富有趣的汽车资讯，提供真实车主口碑与价格，更有便捷实用的选车工具，充分满足你对汽车APP的期待；累计用户超过4.3亿。  --6大亮点，诚意满满--  【真实】百万真实车主，分享“车主成交价、真实车主口碑”，让你买车不吃亏！  【专业】云集专业汽车测评人的真实体验的懂车分，平台打造专业客观的原创内容，为你深入浅出地展现爱车每一面。  【有趣】丰富的“直播、小视频”内容体验；创新的“3D看车、拍照识车”等丰富有趣的内容和功能，让你告别枯燥，开心选车。  【优惠】多样的平台优惠活动，特价车、直播优惠券等，福利满满，让你买车更优惠！  【实用】超细致的参数配置、视频说明书、专业评测、选车pk等实用功能，在家也能轻松选车 【驾考】新增学车驾考题库和模拟考试，全国各地科目一科目四海量题库一网打尽，VIP精选题库免费提供，更有易错题、新规题、考点章节等针对性练习，助你轻松拿高分,b2855e1219dc46656dd995a6e0bd8662,8.3.6,21
刺猬猫阅读,com.kuangxiangciweimao.novel,5.0,杭州狂想网络科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/4994A61384D6B924662F2C12155D0F95.apk?fsname=com.kuangxiangciweimao.novel_2.9.335.apk,【万众瞩目】 “欢乐书客”正式改名为“刺猬猫阅读”啦 划重点：原欢乐书客账号可直接登陆刺猬猫。账号名称、订阅记录、金额等与原账号一致，请各位老爷放心撸猫 宅文等二次元文学内容为主题的轻小说阅读社区，来入坑轻小说正经APP，刺猬猫带你领略异世界阅读方式！  【萌新看我】 1)免费同人小说 原创、热血、同人、综漫......套路什么的不是问题，统统都有！ 2)欢脱社区 姬友的秘密，禁忌的爱恋，愉悦的天堂！一个注定不平凡的二次元阅读社区 3)二次元殿堂 深入二次元的捷径，掌握轻小说的秘密——无吐槽不阅读，喵~ 4)弹幕护体 我跟你港，标题我都能吐槽，我还有什么...诶，我弹幕呢？ 5)标签搜索 原创、轻小说、热血、同人、综漫......Fate+变百？路人女主+热血？全都要！  【全面升级】 样貌、内容、体验升级，get全新爽点！ 正经的APP，健康的轻小说，和谐的讨论区  【有关部门】 刺猬猫阅读！给你好玩的二次元宅文 快来官方微博微信关注我们吧@刺猬猫阅读 关于BUG的反馈小伙伴们来约QQ群，群号：932751070 有问题尽管问，我们有优秀的技术部！！！,4994a61384d6b924662f2c12155d0f95,2.9.335,23
